wrong 	spelling 	7.5secs 	ninety 	n_____ 	!= 	_nnety 	RunAve=runAve spelling: 0/1  0% 7.5secs 	Tue Jan 12 2021 21:58:42 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	clover: 	c_____ 	== 	_lover 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sat Jan 16 2021 18:46:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	turban: 	t_____ 	== 	_urban 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sat Jan 16 2021 18:47:04 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	cart: 	c___ 	== 	_art 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sat Jan 16 2021 18:47:23 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	vocal: 	v____ 	== 	_ocal 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sat Jan 16 2021 18:47:45 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	poet: 	p___ 	== 	_oet 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sat Jan 16 2021 18:48:03 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	hate: 	h___ 	== 	_ate 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Sat Jan 16 2021 18:48:23 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	brier: 	b____ 	== 	_rier 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Sat Jan 16 2021 18:48:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	still: 	st___ 	== 	__ill 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 18:49:04 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	tender: 	t_____ 	== 	_ender 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 18:49:23 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	middle: 	m_____ 	== 	_iddle 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 18:49:43 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	midst: 	m____ 	== 	_idst 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 18:50:03 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	plan: 	p___ 	== 	_lan 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 18:50:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	rival: 	r____ 	== 	_ival 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 18:50:44 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	erect: 	e____ 	== 	_rect 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 18:51:03 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	gain: 	g___ 	== 	_ain 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 18:51:23 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	poetry: 	p_____ 	== 	_oetry 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 18:51:43 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	smoke: 	s____ 	== 	_moke 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 18:52:03 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	five: 	f___ 	== 	_ive 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 18:52:23 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	smell: 	s____ 	== 	_mell 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sat Jan 16 2021 18:52:43 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	ward: 	w___ 	== 	_ard 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sat Jan 16 2021 18:53:03 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	consent: 	cons___ 	== 	____ent 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sat Jan 16 2021 18:53:25 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	hasty: 	h____ 	== 	_asty 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sat Jan 16 2021 18:53:44 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	trust: 	t____ 	== 	_rust 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sat Jan 16 2021 18:54:05 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	haven: 	h____ 	== 	_aven 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sat Jan 16 2021 18:54:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	curl: 	c___ 	== 	_url 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sat Jan 16 2021 18:56:04 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	hog: 	h__ 	== 	_og 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sat Jan 16 2021 18:57:03 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	line: 	l___ 	== 	_ine 	RunAve=runAve spelling: 25/25 100% 2.0secs 	Sat Jan 16 2021 18:58:03 GMT-0600 (Central Standard Time)
correct 	spelling 	3.7secs 	crimson: 	crim___ 	== 	____son 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sat Jan 16 2021 18:58:25 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	spiral: 	s_____ 	== 	_piral 	RunAve=runAve spelling: 25/25 100% 2.0secs 	Sat Jan 16 2021 18:58:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	sparrow: 	s______ 	== 	_parrow 	RunAve=runAve spelling: 25/25 100% 2.0secs 	Sat Jan 16 2021 18:59:04 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	flaunt: 	f_____ 	== 	_launt 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sat Jan 16 2021 19:00:25 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	cram: 	c___ 	== 	_ram 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sat Jan 16 2021 19:00:46 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	hare: 	h___ 	== 	_are 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sat Jan 16 2021 19:01:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	custom: 	cu____ 	== 	__stom 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sat Jan 16 2021 19:02:04 GMT-0600 (Central Standard Time)
correct 	spelling 	3.6secs 	weak: 	w___ 	== 	_eak 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 19:02:25 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	scare: 	s____ 	== 	_care 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 19:03:44 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	small: 	s____ 	== 	_mall 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 19:04:03 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	verdict: 	v______ 	== 	_erdict 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 19:05:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	slave: 	s____ 	== 	_lave 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 19:05:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	flake: 	f____ 	== 	_lake 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 19:05:44 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	grade: 	g____ 	== 	_rade 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 19:06:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	often: 	o____ 	== 	_ften 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 19:06:25 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	mud: 	m__ 	== 	_ud 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 19:06:44 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	dandy: 	d____ 	== 	_andy 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 19:07:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	talon: 	t____ 	== 	_alon 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 19:07:24 GMT-0600 (Central Standard Time)
correct 	spelling 	3.6secs 	bless: 	b____ 	== 	_less 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 19:07:46 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	crane: 	c____ 	== 	_rane 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 19:08:05 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	refrain: 	r______ 	== 	_efrain 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 19:08:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	head: 	h___ 	== 	_ead 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 19:08:45 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	stick: 	s____ 	== 	_tick 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Sat Jan 16 2021 19:09:05 GMT-0600 (Central Standard Time)
wrong 	spelling 	1.8secs 	tore: 	t___ 	!= 	_ree 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:09:24 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	tore:3 	tor_ 	== 	___e 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:09:44 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	more: 	m___ 	== 	_ore 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 19:10:05 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	tore: 	t___ 	== 	_ore 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 19:10:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	store: 	st___ 	== 	__ore 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:10:45 GMT-0600 (Central Standard Time)
correct 	spelling 	4.3secs 	chore: 	ch___ 	== 	__ore 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:11:06 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	dress: 	d____ 	== 	_ress 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 19:11:24 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	weed: 	w___ 	== 	_eed 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:12:25 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	term: 	t___ 	== 	_erm 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 19:12:44 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	cast: 	c___ 	== 	_ast 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Sat Jan 16 2021 19:13:04 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	clip: 	c___ 	== 	_lip 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Sat Jan 16 2021 19:13:24 GMT-0600 (Central Standard Time)
correct 	spelling 	4.3secs 	glad: 	g___ 	== 	_lad 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 19:13:46 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	page: 	p___ 	== 	_age 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 19:14:24 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	ground: 	g_____ 	== 	_round 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 19:14:44 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	thrill: 	t_____ 	== 	_hrill 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 19:15:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	want: 	w___ 	== 	_ant 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 19:15:45 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	migrate: 	mi_____ 	== 	__grate 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:16:06 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	bee: 	b__ 	== 	_ee 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:16:24 GMT-0600 (Central Standard Time)
correct 	spelling 	3.9secs 	dust: 	d___ 	== 	_ust 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:16:46 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	owl: 	o__ 	== 	_wl 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:18:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	word: 	w___ 	== 	_ord 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:18:25 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	grade: 	g____ 	== 	_rade 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:18:45 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	birch: 	b____ 	== 	_irch 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:19:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	rumble: 	r_____ 	== 	_umble 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:19:25 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	sleet: 	s____ 	== 	_leet 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:19:46 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	constant: 	const___ 	== 	_____ant 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Sat Jan 16 2021 19:20:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	rumble: 	r_____ 	== 	_umble 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Sat Jan 16 2021 19:20:25 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	credit: 	c_____ 	== 	_redit 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Sat Jan 16 2021 19:20:45 GMT-0600 (Central Standard Time)
correct 	spelling 	6.6secs 	loiter: 	l_____ 	== 	_oiter 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:21:09 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	clad: 	c___ 	== 	_lad 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:21:26 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	aspen: 	a____ 	== 	_spen 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:21:45 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	bevel: 	b____ 	== 	_evel 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:22:04 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	drip: 	d___ 	== 	_rip 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:22:24 GMT-0600 (Central Standard Time)
correct 	spelling 	5.5secs 	refusal: 	re_____ 	== 	__fusal 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Sat Jan 16 2021 19:22:48 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	pattern: 	pa_____ 	== 	__ttern 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Sat Jan 16 2021 19:23:05 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	twine: 	t____ 	== 	_wine 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Sat Jan 16 2021 19:23:25 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	health: 	h_____ 	== 	_ealth 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:24:05 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	wit: 	w__ 	== 	_it 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:25:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	rumble: 	r_____ 	== 	_umble 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:25:44 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	cake: 	c___ 	== 	_ake 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:26:05 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	rank: 	r___ 	== 	_ank 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:29:26 GMT-0600 (Central Standard Time)
correct 	spelling 	6.7secs 	hang: 	h___ 	== 	_ang 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Sat Jan 16 2021 19:29:49 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	oak: 	o__ 	== 	_ak 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Sat Jan 16 2021 19:30:06 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	safe: 	s___ 	== 	_afe 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Sat Jan 16 2021 19:30:24 GMT-0600 (Central Standard Time)
correct 	spelling 	6.3secs 	taunt: 	ta___ 	== 	__unt 	RunAve=runAve spelling: 25/25 100% 3.0secs 	Sat Jan 16 2021 19:30:49 GMT-0600 (Central Standard Time)
correct 	spelling 	9.1secs 	sample: 	sam___ 	== 	___ple 	RunAve=runAve spelling: 25/25 100% 3.3secs 	Sat Jan 16 2021 19:32:32 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	weather: 	wea____ 	== 	___ther 	RunAve=runAve spelling: 25/25 100% 3.3secs 	Sat Jan 16 2021 19:32:46 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	public: 	p_____ 	== 	_ublic 	RunAve=runAve spelling: 25/25 100% 3.3secs 	Sat Jan 16 2021 19:33:06 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.1secs 	for: 	f__ 	!= 	_ar 	RunAve=runAve spelling: 24/25 96% 3.3secs 	Sat Jan 16 2021 19:33:25 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	for:2 	fo_ 	== 	__r 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sat Jan 16 2021 19:33:45 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	or: 	o_ 	== 	_r 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sat Jan 16 2021 19:36:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	for: 	f__ 	== 	_or 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sat Jan 16 2021 19:36:25 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	emulate: 	e______ 	== 	_mulate 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sat Jan 16 2021 19:38:06 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	density: 	d______ 	== 	_ensity 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sat Jan 16 2021 19:39:44 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	outfit: 	out___ 	== 	___fit 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sat Jan 16 2021 19:40:06 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	lavish: 	l_____ 	== 	_avish 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sat Jan 16 2021 19:40:25 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	but: 	b__ 	== 	_ut 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sat Jan 16 2021 19:40:45 GMT-0600 (Central Standard Time)
correct 	spelling 	4.7secs 	ample: 	am___ 	== 	__ple 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Sat Jan 16 2021 19:41:08 GMT-0600 (Central Standard Time)
correct 	spelling 	5.1secs 	keel: 	k___ 	== 	_eel 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Sat Jan 16 2021 19:41:28 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	did: 	d__ 	== 	_id 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Sat Jan 16 2021 19:41:44 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	crab: 	c___ 	== 	_rab 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Sat Jan 16 2021 19:42:05 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	diminish: 	dimi____ 	== 	____nish 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Sat Jan 16 2021 19:42:26 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	ask: 	a__ 	== 	_sk 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Sat Jan 16 2021 19:42:45 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	family: 	fa____ 	== 	__mily 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sat Jan 16 2021 19:43:06 GMT-0600 (Central Standard Time)
correct 	spelling 	3.9secs 	activity: 	a_______ 	== 	_ctivity 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sat Jan 16 2021 19:43:27 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	sour: 	s___ 	== 	_our 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sat Jan 16 2021 19:43:45 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	clock: 	c____ 	== 	_lock 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sat Jan 16 2021 19:44:05 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	informal: 	i_______ 	== 	_nformal 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sat Jan 16 2021 19:44:26 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	banana: 	b_____ 	== 	_anana 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sat Jan 16 2021 19:44:45 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	banish: 	ba____ 	== 	__nish 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sat Jan 16 2021 19:45:05 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	protect: 	pr_____ 	== 	__otect 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:45:25 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	globe: 	g____ 	== 	_lobe 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 19:45:45 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	dramatic: 	d_______ 	== 	_ramatic 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 19:46:05 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	culprit: 	culp___ 	== 	____rit 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Sat Jan 16 2021 19:46:25 GMT-0600 (Central Standard Time)
correct 	spelling 	5.9secs 	sham: 	s___ 	== 	_ham 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:46:49 GMT-0600 (Central Standard Time)
correct 	spelling 	3.7secs 	hull: 	h___ 	== 	_ull 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:47:08 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	vocal: 	vo___ 	== 	__cal 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:47:27 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	toad: 	t___ 	== 	_oad 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:47:47 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	snort: 	sn___ 	== 	__ort 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:48:07 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	gift: 	g___ 	== 	_ift 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:48:27 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	spent: 	s____ 	== 	_pent 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:48:48 GMT-0600 (Central Standard Time)
correct 	spelling 	4.3secs 	perish: 	p_____ 	== 	_erish 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Sat Jan 16 2021 19:49:09 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	rude: 	r___ 	== 	_ude 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:49:26 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	dug: 	d__ 	== 	_ug 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Sat Jan 16 2021 19:49:47 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	defend: 	d_____ 	== 	_efend 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:50:07 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	too: 	t__ 	== 	_oo 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:50:27 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	lost: 	l___ 	== 	_ost 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Sat Jan 16 2021 19:50:46 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	blunder: 	blun___ 	== 	____der 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Sat Jan 16 2021 19:51:07 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	smart: 	s____ 	== 	_mart 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Sat Jan 16 2021 19:51:46 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	massive: 	mas____ 	== 	___sive 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Sat Jan 16 2021 19:52:07 GMT-0600 (Central Standard Time)
correct 	spelling 	4.7secs 	noise: 	n____ 	== 	_oise 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:52:29 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	slain: 	s____ 	== 	_lain 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:52:47 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	insist: 	in____ 	== 	__sist 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Sat Jan 16 2021 19:53:06 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	entail: 	ent___ 	== 	___ail 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Sat Jan 16 2021 19:53:28 GMT-0600 (Central Standard Time)
